Aleph system no.,Author_reconciliation_status,Author_Wikidata_label,Author_Wikidata_QID,Other_authors_structure,Other_personal_authors_clean,Author_review_status,Author_death_year,Author_birth_year,Author_name_clean,Title_clean,Country code,Language code (008),Language code (041),DDC,Personal author,Corporate author,Title,Edition,Imprint,Imprint_clean,Place_after_colon,Publisher_candidate,Publisher_standardised,Publisher_clean,Publisher_role,Place_before_colon,Publication_place_final,Place_QA_status,Place_for_Wikidata,Wikidata_QID_manual_sample,Publication_place,Publication_place_standardised,Year_end,Year_start,Year_status,Publication_year,Series,Subjects,Other personal authors,Other corporate authors,DOM ID,Type,Genre
014603403,blank,,,,,missing,,,,"Melancthon's Ride from Bristol to Oxford, or the Church of England as it was, as it is, and as it ought to be, with a short answer to the shorter Question. Where is Popery? By Misoschismaticos. [Satirical verses directed against the Anti-Tractarians of Bristol.]",|||,und,,,,,"Melancthon's Ride from Bristol to Oxford, or the Church of England as it was, as it is, and as it ought to be, with a short answer to the shorter Question. Where is Popery? By Misoschismaticos. [Satirical verses directed against the Anti-Tractarians of Bristol.] [electronic resource]",,"Bristol : Privately printed, [1840?].","Bristol : Privately printed, [1840?].",Privately printed,Privately printed,Privately printed,Privately printed,Printer statement,Bristol,Bristol,Likely clean single place,Bristol,,Bristol,Bristol,,1840,Uncertain,1840,,,,,lsidyv2eb93d65,opera,Music
014603445,blank,,,,,missing,,,,Highland Tales and Songs.,|||,und,,,,,Highland Tales and Songs. [electronic resource],,"Glasgow, 1817.","Glasgow, 1817.",,,,,Missing,Glasgow,Glasgow,Likely clean single place,Glasgow,Q4093,Glasgow,Glasgow,,1817,Exact,1817,,,,,lsidyv2eba0f7c,song,Music
014605602,blank,,,,,missing,,,,The Lilly Dale Songster.,|||,und,,,,,The Lilly Dale Songster. [electronic resource],,"London, [1858.]","London, [1858.]",,,,,Missing,London,London,Likely clean single place,London,Q84,London,London,,1858,Supplied,1858,,,,,lsidyv306c0e21,song,Music
014605603,blank,,,single or unclear,"HAVERS, Alice.",missing,,,,Some old Love Songs. With designs by A. Havers.,|||,und,,,,,Some old Love Songs. With designs by A. Havers. [electronic resource],,"London, Germany, [printed : Hildesheimer & Faulkner, 1892.].","London, Germany, [printed : Hildesheimer & Faulkner, 1892.].",Hildesheimer & Faulkner,Hildesheimer & Faulkner,Hildesheimer & Faulkner,Hildesheimer & Faulkner,Named publisher or ambiguous,"London, Germany, [printed","London, Germany,",Review: comma-separated,"London, Germany,",,Hildesheimer & Faulkner,Hildesheimer & Faulkner,,1892,Exact,1892,,,"HAVERS, Alice.",,lsidyv3141102b,song,Music
014605605,blank,,,multiple: dash + and,"Aubigny, M. d' -- CAIGNIEZ, Louis Charles, and BAUDOUIN D'AUBIGNY (Jean Marie Théodore)",missing,,,,"The Magpie; or, the Maid of Palaiseau. A melodramatic romance. In three acts ... Second edition. [An adaptation of “La Pie voleuse,” by L. C. Caigniez and J. M. T. Baudouin d'Aubigny.]",|||,und,,,,,"The Magpie; or, the Maid of Palaiseau. A melodramatic romance. In three acts ... Second edition. [An adaptation of “La Pie voleuse,” by L. C. Caigniez and J. M. T. Baudouin d'Aubigny.] [electronic resource]",,"London : John Murray, 1815.","London : John Murray, 1815.",John Murray,John Murray,John Murray,John Murray,Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1815,Exact,1815,,,"Aubigny, M. d' -- CAIGNIEZ, Louis Charles, and BAUDOUIN D'AUBIGNY (Jean Marie Théodore)",,lsidyv30134148,melody,Music
014605606,none,,,multiple: dash,"FOSTER, Birket. -- Gilbert, John, Sir, 1817-1897.",unchanged,,,"MILLER, Thomas, Miscellaneous Writer.",Songs of the Seasons for my Children. Illustrated [by Birket Foster and Sir J. Gilbert].,|||,und,,,"MILLER, Thomas, Miscellaneous Writer.",,Songs of the Seasons for my Children. Illustrated [by Birket Foster and Sir J. Gilbert]. [electronic resource],,"London, 1865.","London, 1865.",,,,,Missing,London,London,Likely clean single place,London,Q84,London,London,,1865,Exact,1865,,,"FOSTER, Birket. -- Gilbert, John, Sir, 1817-1897.",,lsidyv30678840,song,Music
014605607,blank,,,,,missing,,,,"Musick; or, a parley of instruments. [Songs, etc.] The first part.",|||,und,,,,,"Musick; or, a parley of instruments. [Songs, etc.] The first part. [electronic resource]",,"London, 1676.","London, 1676.",,,,,Missing,London,London,Likely clean single place,London,Q84,London,London,,1676,Exact,1676,,,,,lsidyv313e3142,song,Music
014605610,unreconciled,,,,,unchanged,,,"PINDER, Thomas.",Pinder's Yorkshire Pocket Song Book. no. 1.,|||,und,,,"PINDER, Thomas.",,Pinder's Yorkshire Pocket Song Book. no. 1. [electronic resource],,"Leeds : T. Pinder, [1884.].","Leeds : T. Pinder, [1884.].",T. Pinder,T. Pinder,T. Pinder,T. Pinder,Named publisher or ambiguous,Leeds,Leeds,Likely clean single place,Leeds,Q39121,Leeds,Leeds,,1884,Supplied,1884,,,,,lsidyv306f756f,song,Music
014605616,blank,,,,,missing,,,,The Real Sensation Song Book for 1862.,|||,und,,,,,The Real Sensation Song Book for 1862. [electronic resource],,"[London, 1862.]","[London, 1862.]",,,,,Missing,London,London,Likely clean single place,London,Q84,London,London,,1862,Exact,1862,,,,,lsidyv30633105,song,Music
014605621,none,,,single or unclear,"TALLEY, Eliza.",unchanged,,,"TALLEY, William.","The New Windsor Comic Songster ... By W. Talley, ... aided by his Wife (Eliza Talley).",|||,und,,,"TALLEY, William.",,"The New Windsor Comic Songster ... By W. Talley, ... aided by his Wife (Eliza Talley). [electronic resource]",,"[Windsor,], 1872.","[Windsor, ], 1872.",,,,,Missing,"Windsor, ]","Windsor, ]",Review: comma-separated,"Windsor, ]",,Windsor,Windsor,,1872,Exact,1872,,,"TALLEY, Eliza.",,lsidyv3067c8f8,song,Music
014605629,matched,Robert Burns,Q81960,,,standardised,1796,1759,"Burns, Robert","Festival in commemoration of Robert Burns, and to promote a subscription to erect a national monument to his memory at Edinburgh: held ... in London ... May 5, 1819, etc. [A list of toasts and words of songs sung at the dinner.]",|||,und,,,"Burns, Robert, 1759-1796",,"Festival in commemoration of Robert Burns, and to promote a subscription to erect a national monument to his memory at Edinburgh: held ... in London ... May 5, 1819, etc. [A list of toasts and words of songs sung at the dinner.] [electronic resource]",,"London : B. McMillan, 1819.","London : B. McMillan, 1819.",B. McMillan,B. McMillan,B. McMillan,B. McMillan,Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1819,Exact,1819,,,,,lsidyv314e2e8a,song,Music
014605639,matched,John Payne Collier,Q2580079,,,standardised,1883,1789,"Collier, John Payne","Twenty-five Old Ballads and Songs: from manuscripts in the possession of J. P. Collier, etc. [Edited by J. P. Collier.]",|||,und,,,"Collier, John Payne, 1789-1883",,"Twenty-five Old Ballads and Songs: from manuscripts in the possession of J. P. Collier, etc. [Edited by J. P. Collier.] [electronic resource]",,"London : Printed for private circulation, 1869.","London : Printed for private circulation, 1869.",Printed for private circulation,Printed for private circulation,Printed for private circulation,Printed for private circulation,Printer statement,London,London,Likely clean single place,London,Q84,London,London,,1869,Exact,1869,,,,,lsidyv3083e9e1,song,Music
014605658,blank,,,,,missing,,,,"Songs, duets, etc. in the grand miscellaneous concert at the King's Theatre on ... June the 3d, 1814 for the benefit of the Society of Friends of Foreigners in distress.",|||,und,,,,Society of Friends of Foreigners in Distress.,"Songs, duets, etc. in the grand miscellaneous concert at the King's Theatre on ... June the 3d, 1814 for the benefit of the Society of Friends of Foreigners in distress. [electronic resource]",,"London, [1814.]","London, [1814.]",,,,,Missing,London,London,Likely clean single place,London,Q84,London,London,,1814,Supplied,1814,,,,,lsidyv32b5a831,song,Music
014605665,none,,,,,unchanged,,,"MORRIS, Charles, Captain.","The Songs by Captain Morris, complete. The thirteenth edition, with additions.",|||,und,,,"MORRIS, Charles, Captain.",,"The Songs by Captain Morris, complete. The thirteenth edition, with additions. [electronic resource]",,"London, 1793.","London, 1793.",,,,,Missing,London,London,Likely clean single place,London,Q84,London,London,,1793,Exact,1793,,,,,lsidyv314e5b7b,song,Music
014605684,blank,,,,,missing,,,,The Tasmanian Songster. Third edition.,|||,und,,,,,The Tasmanian Songster. Third edition. [electronic resource],,"[Hobart : M. Hornsby, 1868?].","[Hobart : M. Hornsby, 1868?].",M. Hornsby,M. Hornsby,M. Hornsby,M. Hornsby,Named publisher or ambiguous,Hobart,Hobart,Likely clean single place,Hobart,,Hobart,Hobart,,1868,Uncertain,1868,,,,,lsidyv32b5a798,song,Music
014605687,blank,,,,,missing,,,,The Old Dog Tray Songster.,|||,und,,,,,The Old Dog Tray Songster. [electronic resource],,"London, [1858.]","London, [1858.]",,,,,Missing,London,London,Likely clean single place,London,Q84,London,London,,1858,Supplied,1858,,,,,lsidyv3074808c,song,Music
014608190,matched,Charles Dibdin,Q1064116,,,standardised,1814,1745,"Dibdin, Charles",The Chelsea Pensioner: a comic opera in two acts. [By Charles Dibdin.],|||,und,,,"Dibdin, Charles, 1745-1814.",,The Chelsea Pensioner: a comic opera in two acts. [By Charles Dibdin.] [electronic resource],,"London : G. Kearsley, 1779.","London : G. Kearsley, 1779.",G. Kearsley,G. Kearsley,G. Kearsley,G. Kearsley,Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1779,Exact,1779,,,,,lsidyv3162011b,opera,Music
014608203,blank,,,single or unclear,"Cumberland, Richard, 1732-1811",missing,,,,"The Songs in the Widow of Delphi: or, the Descent of the deities, a musical drama, of five acts [by Richard Cumberland]. Set to music by Mr. Thomas Butler, etc.",|||,und,,,,,"The Songs in the Widow of Delphi: or, the Descent of the deities, a musical drama, of five acts [by Richard Cumberland]. Set to music by Mr. Thomas Butler, etc. [electronic resource]",,"London : G. Kearsly, 1780.","London : G. Kearsly, 1780.",G. Kearsly,G. Kearsly,G. Kearsly,G. Kearsly,Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1780,Exact,1780,,,"Cumberland, Richard, 1732-1811",,lsidyv32b62ee9,song,Music
014608205,matched,Charles Dibdin,Q1064116,single or unclear,"Sedaine, 1719-1797",standardised,1814,1745,"Dibdin, Charles","Rose and Colin, a comic opera, in one act, etc. [Based on “Rose et Colas” by Michel Jean Sedaine.]",|||,und,,,"Dibdin, Charles, 1745-1814.",,"Rose and Colin, a comic opera, in one act, etc. [Based on “Rose et Colas” by Michel Jean Sedaine.] [electronic resource]",,"London : G. Kearsly, 1778.","London : G. Kearsly, 1778.",G. Kearsly,G. Kearsly,G. Kearsly,G. Kearsly,Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1778,Exact,1778,,,"Sedaine, 1719-1797",,lsidyv30949a17,opera,Music
014608206,matched,Charles Dibdin,Q1064116,single or unclear,"Sedaine, 1719-1797",standardised,1814,1745,"Dibdin, Charles","The Wives revenged; a comic opera, in one act, etc. [Based on “Les Femmes vengées” by Michel Jean Sedaine.]",|||,und,,,"Dibdin, Charles, 1745-1814.",,"The Wives revenged; a comic opera, in one act, etc. [Based on “Les Femmes vengées” by Michel Jean Sedaine.] [electronic resource]",,"London : G. Kearsly, 1778.","London : G. Kearsly, 1778.",G. Kearsly,G. Kearsly,G. Kearsly,G. Kearsly,Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1778,Exact,1778,,,"Sedaine, 1719-1797",,lsidyv32b630cf,opera,Music
014608218,blank,,,single or unclear,"Arnold, Samuel James, 1774-1852.",missing,,,,"Songs, duetts, chorusses, etc. in the new operatick anecdote in three acts called Frederick the Great; or the Heart of a Soldier. [By S. J. Arnold.]",|||,und,,,,,"Songs, duetts, chorusses, etc. in the new operatick anecdote in three acts called Frederick the Great; or the Heart of a Soldier. [By S. J. Arnold.] [electronic resource]",,"London, 1814.","London, 1814.",,,,,Missing,London,London,Likely clean single place,London,Q84,London,London,,1814,Exact,1814,,,"Arnold, Samuel James, 1774-1852.",,lsidyv32b63d88,opera,Music
014608229,blank,,,,,missing,,,,"London Lampoon'd formerly in the Jacobite's Songs; and at present in a scandalous paper, call'd Heraclitus Ridens. With reflections upon both.",|||,und,,,,,"London Lampoon'd formerly in the Jacobite's Songs; and at present in a scandalous paper, call'd Heraclitus Ridens. With reflections upon both. [electronic resource]",,"London, 1703.","London, 1703.",,,,,Missing,London,London,Likely clean single place,London,Q84,London,London,,1703,Exact,1703,,"Periodical publications.- London. Heraclitus Ridens; or, A Discourse between Jest and Earnest, where many a True Word is spoken in opposition to all Libellers against the Government. [By Thomas Flatman.] 1 Feb. 1681-22 Aug. 1682. no. 1-82.",,,lsidyv30a26759,song,Music
014608230,blank,,,,,missing,,,,"Songs, Duetts, Chorusses, etc., in the new comic Opera ... called Jean of Paris; taken from the French, etc.",|||,und,,,,,"Songs, Duetts, Chorusses, etc., in the new comic Opera ... called Jean of Paris; taken from the French, etc. [electronic resource]",,"London, 1814.","London, 1814.",,,,,Missing,London,London,Likely clean single place,London,Q84,London,London,,1814,Exact,1814,,,,,lsidyv309ac1e9,opera,Music
014608231,matched,John Philip Kemble,Q1701422,,,standardised,1823,1757,"Kemble, John Philip","Lodoiska; an Opera, in three acts [and in prose, with songs], etc.",|||,und,,,"Kemble, John Philip, 1757-1823.",,"Lodoiska; an Opera, in three acts [and in prose, with songs], etc. [electronic resource]",,"London, 1794.","London, 1794.",,,,,Missing,London,London,Likely clean single place,London,Q84,London,London,,1794,Exact,1794,,,,,lsidyv32b632f1,opera,Music
014608236,blank,,,single or unclear,"Kemble, John Philip, 1757-1823.",missing,,,,"Songs in Lodoiska, a musical romance, in three acts, etc. [By J. P. Kemble.]",|||,und,,,,,"Songs in Lodoiska, a musical romance, in three acts, etc. [By J. P. Kemble.] [electronic resource]",,"London, 1794.","London, 1794.",,,,,Missing,London,London,Likely clean single place,London,Q84,London,London,,1794,Exact,1794,,,"Kemble, John Philip, 1757-1823.",,lsidyv3099629e,song,Music
014608243,blank,,,,,missing,,,,The New Year Songster. (A collection of favourite songs.).,|||,und,,,,,The New Year Songster. (A collection of favourite songs.). [electronic resource],,"London : W. S. Fortey, [1892.].","London : W. S. Fortey, [1892.].",W. S. Fortey,W. S. Fortey,W. S. Fortey,W. S. Fortey,Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1892,Supplied,1892,,,,,lsidyv32b8c98b,song,Music
014608254,blank,,,,,missing,,,,"The Watchword, or Quito-Gate; a melodrama in two acts [in prose] ... The second edition.",|||,und,,,,,"The Watchword, or Quito-Gate; a melodrama in two acts [in prose] ... The second edition. [electronic resource]",,"London, 1816.","London, 1816.",,,,,Missing,London,London,Likely clean single place,London,Q84,London,London,,1816,Exact,1816,,,,,lsidyv315ece33,melody,Music
014608262,none,,,,,unchanged,,,"SIDDONS, Henry.","The Sicilian Romance: or, The Apparition of the Cliffs, an opera [in three acts].",|||,und,,,"SIDDONS, Henry.",,"The Sicilian Romance: or, The Apparition of the Cliffs, an opera [in three acts]. [electronic resource]",,"London, 1794.","London, 1794.",,,,,Missing,London,London,Likely clean single place,London,Q84,London,London,,1794,Exact,1794,,,,,lsidyv32b631c8,opera,Music
014608264,matched,Henry Morton Stanley,Q171421,,,standardised,1904,1841,"Stanley, Henry M. (Henry Morton)","Aurora Borealis; or, welcome song to the great African explorer H. M. Stanley from Iceland.",|||,und,,,"Stanley, Henry M. (Henry Morton), 1841-1904.",,"Aurora Borealis; or, welcome song to the great African explorer H. M. Stanley from Iceland. [electronic resource]",,"Reykjavik, 1890.","Reykjavik, 1890.",,,,,Missing,Reykjavik,Reykjavik,Likely clean single place,Reykjavik,,Reykjavik,Reykjavik,,1890,Exact,1890,,,,,lsidyv32b8c952,song,Music
014608266,none,,,,,unchanged,,,"Thomas, John, rhymester.","A Prophetical Love-Song by one of the Sons of Zion ... in his travel towards the Holy Land through the Wilderness, etc.",|||,und,,,"Thomas, John, rhymester.",,"A Prophetical Love-Song by one of the Sons of Zion ... in his travel towards the Holy Land through the Wilderness, etc. [electronic resource]",,"London : Printed for the Author, 1661.","London : Printed for the Author, 1661.",Printed for the Author,Printed for the Author,Printed for the Author,Printed for the Author,Printer statement,London,London,Likely clean single place,London,Q84,London,London,,1661,Exact,1661,,,,,lsidyv3160f78e,song,Music
014608284,blank,,,single or unclear,"Cross, J. C. (James Cartwright), d. 1809.",missing,,,,"Songs, Choruses, &c. in The Apparition! A musical dramatic romance, in two acts [by J. C. Cross], etc.",|||,und,,,,,"Songs, Choruses, &c. in The Apparition! A musical dramatic romance, in two acts [by J. C. Cross], etc. [electronic resource]",,"London : J. Barker, 1794.","London : J. Barker, 1794.",J. Barker,J. Barker,J. Barker,J. Barker,Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1794,Exact,1794,,,"Cross, J. C. (James Cartwright), d. 1809.",,lsidyv3098f4bb,song,Music
014608286,unreconciled,,,,,unchanged,,,"BATE, Henry, Rev., afterwards DUDLEY (Sir Henry Bate) Rev., Bart.","Airs, Duets, Trios, Glees, Chorusses, &c. in the Opera of the Travellers in Switzerland. [By Sir H. B. Dudley.]",|||,und,,,"BATE, Henry, Rev., afterwards DUDLEY (Sir Henry Bate) Rev., Bart.",,"Airs, Duets, Trios, Glees, Chorusses, &c. in the Opera of the Travellers in Switzerland. [By Sir H. B. Dudley.] [electronic resource]",,"London, 1794.","London, 1794.",,,,,Missing,London,London,Likely clean single place,London,Q84,London,London,,1794,Exact,1794,,,,Switzerland.,lsidyv315ab988,opera,Music
014608299,none,,,,,unchanged,,,"BURROWES, J.","Life in St. George's Fields, or, the Rambles and adventures of disconsolate William, Esq.-from St. James's-and his accomplished Surrey friend, the Hon. Flash Dick ... Containing original songs ... and a slang dictionary, etc. [With a plate.]",|||,und,,,"BURROWES, J.",,"Life in St. George's Fields, or, the Rambles and adventures of disconsolate William, Esq.-from St. James's-and his accomplished Surrey friend, the Hon. Flash Dick ... Containing original songs ... and a slang dictionary, etc. [With a plate.] [electronic resource]",,"London : J. Smith, 1821.","London : J. Smith, 1821.",J. Smith,J. Smith,J. Smith,J. Smith,Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1821,Exact,1821,,,,,lsidyv33525f56,song,Music
014608326,none,,,,,unchanged,,,"Henry, Reginald.",Songs without tunes.,|||,und,,,"Henry, Reginald.",,Songs without tunes. [electronic resource],,[1893.],[1893.],,,,,Missing,,,Missing,,,,,,1893,Supplied,1893,,,,,lsidyv335042cc,song,Music
014608337,none,,,,,unchanged,,,"Kenney, James.","[Matrimony: a petit opera in two acts [and in prose, with songs.] Altered from the French [of B. I. Marsollier des Vivetierès] ... The second edition.]",|||,und,,,"Kenney, James.",,"[Matrimony: a petit opera in two acts [and in prose, with songs.] Altered from the French [of B. I. Marsollier des Vivetierès] ... The second edition.] [electronic resource]",Third edition.,"London, 1804.","London, 1804.",,,,,Missing,London,London,Likely clean single place,London,Q84,London,London,,1804,Exact,1804,,,,,lsidyv3352a346,opera,Music
014608345,matched,Charles Dibdin,Q1064116,,,standardised,1814,1745,"Dibdin, Charles","The Mirror; or, Harlequin Every-where; a pantomimical burletta, in three parts [in prose and verse, by C. Dibdin].",|||,und,,,"Dibdin, Charles, 1745-1814.",,"The Mirror; or, Harlequin Every-where; a pantomimical burletta, in three parts [in prose and verse, by C. Dibdin]. [electronic resource]",,"London, 1779.","London, 1779.",,,,,Missing,London,London,Likely clean single place,London,Q84,London,London,,1779,Exact,1779,,,,,lsidyv33503601,pantomime,Music
014608357,blank,,,single or unclear,"PINDAR, Peter, pseud. [i.e. John Wolcot.].",missing,,,,"An Epistle [in verse] from Pindar to his pretended cousin Peter [i.e. J. Wolcot] ... With an appendix, containing Peter's celebrated song “O the roast pork of Old Truro,” etc.",|||,und,,,,,"An Epistle [in verse] from Pindar to his pretended cousin Peter [i.e. J. Wolcot] ... With an appendix, containing Peter's celebrated song “O the roast pork of Old Truro,” etc. [electronic resource]",,"London, 1788.","London, 1788.",,,,,Missing,London,London,Likely clean single place,London,Q84,London,London,,1788,Exact,1788,,,"PINDAR, Peter, pseud. [i.e. John Wolcot.].",,lsidyv32c2a34b,song,Music
014608369,matched,ジョゼフ・リットソン,Q6286581,,,standardised,1803,1752,"Ritson, Joseph","[Northern Garlands. The Bishopric Garland or Durham Minstrel. A choice collection of ... songs. The Yorkshire Garland ... The Northumberland, or Newcastle Nightingale ... The North-Country Chorister ... Edited by ... J. Ritson [and republished by J. H., i.e. Joseph Haslewood].]",|||,und,,,"Ritson, Joseph, 1752-1803.",,"[Northern Garlands. The Bishopric Garland or Durham Minstrel. A choice collection of ... songs. The Yorkshire Garland ... The Northumberland, or Newcastle Nightingale ... The North-Country Chorister ... Edited by ... J. Ritson [and republished by J. H., i.e. Joseph Haslewood].] [electronic resource]","[Another edition.] Northern Garlands, etc. L.P.","Edinburgh : E. & G. Goldsmid, 1887, 88.","Edinburgh : E. & G. Goldsmid, 1887, 88.","E. & G. Goldsmid, 1887, 88.","E. & G. Goldsmid, 1887, 88.","E. & G. Goldsmid, 1887, 88.",E. & G. Goldsmid,Named publisher or ambiguous,Edinburgh,Edinburgh,Likely clean single place,Edinburgh,Q23436,Edinburgh,Edinburgh,,1887,Exact,1887,,,,,lsidyv346031fa -- lsidyv33500098,song,Music
014608377,blank,,,,,missing,,,,"The Soldier's Return; or, What can Beauty do? A comic opera, in two acts. [By Theodore Hook.]",|||,und,,,,,"The Soldier's Return; or, What can Beauty do? A comic opera, in two acts. [By Theodore Hook.] [electronic resource]",,"London, 1805.","London, 1805.",,,,,Missing,London,London,Likely clean single place,London,Q84,London,London,,1805,Exact,1805,,,,,lsidyv32cdcf36,opera,Music
014608378,blank,,,single or unclear,"MURRAY, Charlotte, Hymn Writer.",missing,,,,"Songs of the Dawn: selection from the poems of Horatius Bonar, Charlotte Murray and others.",|||,und,,,,,"Songs of the Dawn: selection from the poems of Horatius Bonar, Charlotte Murray and others. [electronic resource]",,"London : J. E. Hawkins, 1887.","London : J. E. Hawkins, 1887.",J. E. Hawkins,J. E. Hawkins,J. E. Hawkins,J. E. Hawkins,Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1887,Exact,1887,,,"MURRAY, Charlotte, Hymn Writer.",,lsidyv334fff9f,song,Music
014608417,matched,Lord Byron,Q5679,single or unclear,"BYRON, Anne Isabella Noel, Baroness Wentworth.",standardised,1824,1788,"Byron, George Gordon Byron, Baron",Hebrew Melodies.,|||,und,,,"Byron, George Gordon Byron, Baron, 1788-1824",,Hebrew Melodies. [electronic resource],,"London : John Murray, 1815.","London : John Murray, 1815.",John Murray,John Murray,John Murray,John Murray,Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1815,Exact,1815,,,"BYRON, Anne Isabella Noel, Baroness Wentworth.",,lsidyv33825398,melody,Music
014608427,none,,,,,unchanged,,,"CHURCHILL, Rosie.",Poems and Song Words.,|||,und,,,"CHURCHILL, Rosie.",,Poems and Song Words. [electronic resource],,"London : Simpkin, Marshall & Co., [1889.].","London : Simpkin, Marshall & Co., [1889.].","Simpkin, Marshall & Co.","Simpkin, Marshall & Co.","Simpkin, Marshall & Co.","Simpkin, Marshall & Co.",Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1889,Supplied,1889,,,,,lsidyv338333cb,song,Music
014608442,unreconciled,,,,,unchanged,,,"DENHAM, John, Sir, the Poet.",[Coopers hill. A poëme. [By Sir John Denham.]],|||,und,,,"DENHAM, John, Sir, the Poet.",,[Coopers hill. A poëme. [By Sir John Denham.]] [electronic resource],[Another edition.] Coopers Hill. Written in the yeare 1640. Now printed from a perfect copy; and a corrected impression. [The editor's preface signed: J. B.],"London : Humphrey Moseley, 1655.","London : Humphrey Moseley, 1655.",Humphrey Moseley,Humphrey Moseley,Humphrey Moseley,Humphrey Moseley,Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1655,Exact,1655,,,,,lsidyv33536ed2,opera,Music
014608462,blank,,,multiple: dash,"I., J. -- Layman.",missing,,,,"A Hymn in praise of Religion, and in allusion to the present times. By a Layman. [Subscribed: J. I.]",|||,und,,,,,"A Hymn in praise of Religion, and in allusion to the present times. By a Layman. [Subscribed: J. I.] [electronic resource]",,"John Hatchard & Son : London, [1820].","John Hatchard & Son : London, [1820].",London,London,London,London,Named publisher or ambiguous,John Hatchard & Son,John Hatchard & Son,Multiple places,John Hatchard & Son,,London,London,,1820,Supplied,1820,,,"I., J. -- Layman.",,lsidyv3382ab22,hymn,Music
014608505,matched,Elkanah Settle,Q5364188,,,standardised,1724,1648,"Settle, Elkanah","The Virgin Prophetess: or the Fate of Troy, an opera [in five acts].",|||,und,,,"Settle, Elkanah, 1648-1724.",,"The Virgin Prophetess: or the Fate of Troy, an opera [in five acts]. [electronic resource]",,"London, 1701.","London, 1701.",,,,,Missing,London,London,Likely clean single place,London,Q84,London,London,,1701,Exact,1701,,,,,lsidyv335318b9,opera,Music
014608565,none,,,,,unchanged,,,"HOFFSTAEDT, A. J.",Britain's Koh-i-noor. A new national song.,|||,und,,,"HOFFSTAEDT, A. J.",,Britain's Koh-i-noor. A new national song. [electronic resource],,"London, [1853.]","London, [1853.]",,,,,Missing,London,London,Likely clean single place,London,Q84,London,London,,1853,Supplied,1853,,,,,lsidyv33869e68,song,Music
014608604,blank,,,,,missing,,,,Spiritual Songs.,|||,und,,,,,Spiritual Songs. [electronic resource],,"London, 1846.","London, 1846.",,,,,Missing,London,London,Likely clean single place,London,Q84,London,London,,1846,Exact,1846,,,,,lsidyv338531c5,song,Music
014608646,matched,Robert Michael Ballantyne,Q2579425,,,standardised,1894,1825,"Ballantyne, R. M. (Robert Michael)","The Comus's Chaplet, being a choice collection of 21 songs, etc.",|||,und,,,"Ballantyne, R. M. (Robert Michael), 1825-1894",,"The Comus's Chaplet, being a choice collection of 21 songs, etc. [electronic resource]",,"Nottingham : Burbage & Stretton, [1800?].","Nottingham : Burbage & Stretton, [1800?].",Burbage & Stretton,Burbage & Stretton,Burbage & Stretton,Burbage & Stretton,Named publisher or ambiguous,Nottingham,Nottingham,Likely clean single place,Nottingham,,Nottingham,Nottingham,,1800,Uncertain,1800,,,,,lsidyv338a9a9f,song,Music
014608647,none,,,,,unchanged,,,"COTTON, Roger.","A Spirituall Song: conteining an Historicall Discourse from the infancie of the world, vntill this present time: setting downe the treacherous practises of the wicked, against the children of God, etc.",|||,und,,,"COTTON, Roger.",,"A Spirituall Song: conteining an Historicall Discourse from the infancie of the world, vntill this present time: setting downe the treacherous practises of the wicked, against the children of God, etc. [electronic resource]",,"London : G. Simson & W. White, 1596.","London : G. Simson & W. White, 1596.",G. Simson & W. White,G. Simson & W. White,G. Simson & W. White,G. Simson & W. White,Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1596,Exact,1596,,,,,lsidyv338c91d5,song,Music
014608674,blank,,,,,missing,,,,The John Brown Songster.,|||,und,,,,,The John Brown Songster. [electronic resource],,"London, 1858.","London, 1858.",,,,,Missing,London,London,Likely clean single place,London,Q84,London,London,,1858,Exact,1858,,,,,lsidyv33884e01,song,Music
014608695,blank,,,,,missing,,,,The Parlour Song Book.,|||,und,,,,,The Parlour Song Book. [electronic resource],,"London, [1862.]","London, [1862.]",,,,,Missing,London,London,Likely clean single place,London,Q84,London,London,,1862,Supplied,1862,,,,,lsidyv338c964f,song,Music
014608717,none,,,,,unchanged,,,"WEST, Matthew, Publisher.","West's Charms of Melody; or Siren Melody. Nos. 4, 7 and 8.",|||,und,,,"WEST, Matthew, Publisher.",,"West's Charms of Melody; or Siren Melody. Nos. 4, 7 and 8. [electronic resource]",,"Dublin, [1830?]","Dublin, [1830?]",,,,,Missing,Dublin,Dublin,Likely clean single place,Dublin,Q1761,Dublin,Dublin,,1830,Uncertain,1830,,,,,lsidyv338850b3,melody,Music
